ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7086,0.02,0.02,0.17,0.01,0.23
7087,0.14,0.07,0,0.02,0.23
7088,0.15,0.06,0,0.02,0.23
7089,0.11,0.09,0,0.03,0.23
7090,0.19,0.02,0,0.02,0.23
7091,0.21,0,0,0.02,0.23
7092,0.21,0,0,0.02,0.23
7093,0.14,0,0.07,0.02,0.23
7094,0.14,0,0.08,0.02,0.23
7095,0.11,0.09,0,0.03,0.23
7096,0.1,0.05,0.04,0.03,0.23
7097,0.09,0.09,0.01,0.04,0.23
7098,0.2,0.01,0,0.02,0.23
7099,0.11,0.09,0,0.03,0.23
7100,0.21,0,0,0.01,0.23
7101,0.21,0,0,0.02,0.23
7102,0.11,0.09,0,0.03,0.23
7103,0.09,0,0.12,0.01,0.23
7104,0.14,0.07,0,0.02,0.23
7105,0,0,0.23,0,0.23
7106,0.11,0.09,0,0.02,0.23
7107,0,0.09,0.11,0.02,0.23
7108,0.11,0.09,0,0.03,0.23
7109,0,0,0.21,0.01,0.23
7110,0.09,0.11,0,0.02,0.23
7111,0,0,0.23,0,0.23
7112,0.11,0.09,0,0.03,0.23
7113,0.13,0.09,0,0.01,0.23
7114,0.18,0.03,0,0.02,0.23
7115,0.13,0.08,0,0.02,0.23
7116,0.11,0.09,0,0.03,0.23
7117,0.08,0.12,0,0.02,0.23
7118,0,0,0.23,0,0.23
7119,0.12,0.03,0.05,0.03,0.23
7120,0.08,0.13,0,0.02,0.23
7121,0.16,0.05,0,0.02,0.22
7122,0.11,0.09,0,0.03,0.22
7123,0,0,0.22,0,0.22
7124,0,0,0.22,0,0.22
7125,0.1,0,0,0.12,0.22
7126,0.05,0.13,0,0.05,0.22
7127,0.17,0.05,0,0.01,0.22
7128,0,0,0.22,0,0.22
7129,0.11,0.09,0,0.03,0.22
7130,0.16,0.06,0,0,0.22
7131,0.21,0,0,0.02,0.22
7132,0,0,0.22,0,0.22
7133,0.21,0,0,0.01,0.22
7134,0.17,0.04,0,0.01,0.22
7135,0.21,0.01,0,0,0.22
7136,0.21,0.01,0,0,0.22
7137,0.21,0.01,0,0,0.22
7138,0,0,0.22,0,0.22
7139,0.11,0.1,0,0.02,0.22
7140,0,0,0.22,0,0.22
7141,0.2,0.01,0,0.02,0.22
7142,0.19,0.01,0,0.02,0.22
7143,0.17,0.05,0,0.01,0.22
7144,0,0,0.22,0,0.22
7145,0.11,0.09,0,0.03,0.22
7146,0.11,0.09,0,0.03,0.22
7147,0,0,0.22,0,0.22
7148,0.13,0.06,0,0.04,0.22
7149,0.2,0,0,0.02,0.22
7150,0.05,0.15,0,0.02,0.22
7151,0.07,0.1,0.03,0.02,0.22
7152,0.17,0.04,0,0.01,0.22
7153,0.01,0,0,0.21,0.22
7154,0,0,0.22,0,0.22
7155,0.11,0.04,0.06,0,0.22
7156,0,0.11,0.09,0.02,0.22
7157,0,0.19,0,0.03,0.22
7158,0.2,0,0,0.02,0.22
7159,0.11,0.09,0,0.03,0.22
7160,0.09,0.11,0,0.02,0.22
7161,0.09,0.1,0,0.04,0.22
7162,0.17,0.04,0,0.01,0.22
7163,0.16,0.06,0,0,0.22
7164,0.16,0.06,0,0,0.22
7165,0.2,0.01,0,0.02,0.22
7166,0,0.08,0.12,0.02,0.22
7167,0.21,0.01,0,0,0.22
7168,0.21,0,0,0.01,0.22
7169,0,0,0.22,0,0.22
7170,0.2,0,0,0.01,0.22
7171,0.13,0.07,0,0.03,0.22
7172,0.12,0.08,0,0.01,0.22
7173,0.04,0.13,0.03,0.03,0.22
7174,0.12,0.08,0,0.01,0.22
7175,0.13,0.02,0.06,0.01,0.22
7176,0,0.03,0.18,0.01,0.22
7177,0.03,0.02,0.17,0.01,0.22
7178,0.19,0.01,0,0.02,0.22
7179,0.07,0.06,0.08,0.02,0.22
7180,0,0,0.22,0,0.22
7181,0.21,0,0,0.02,0.22
7182,0.21,0,0,0.02,0.22
7183,0.2,0,0,0.02,0.22
7184,0.16,0.06,0,0,0.22
7185,0.14,0.01,0.07,0.01,0.22
7186,0.13,0.06,0,0.03,0.22
7187,0.2,0,0,0.02,0.22
7188,0.12,0.08,0,0.01,0.22
7189,0.14,0.07,0,0.02,0.22
7190,0.16,0.06,0,0,0.22
7191,0.2,0,0,0.02,0.22
7192,0.04,0.13,0.01,0.04,0.22
7193,0.18,0.02,0,0.02,0.22
7194,0.16,0.06,0,0,0.22
7195,0.1,0,0.1,0.02,0.22
7196,0.05,0.13,0,0.04,0.22
7197,0.16,0.06,0,0,0.22
7198,0.2,0,0,0.02,0.22
7199,0.16,0.05,0,0.01,0.22
7200,0.19,0.02,0,0.02,0.22
7201,0.17,0.04,0,0.01,0.22
7202,0,0,0.22,0,0.22
7203,0.14,0.03,0.05,0,0.22
7204,0.18,0.04,0,0,0.22
7205,0.18,0.04,0,0,0.22
7206,0.18,0.04,0,0,0.22
7207,0.05,0.15,0,0.02,0.22
7208,0,0,0.22,0,0.22
7209,0.17,0.04,0,0.01,0.22
7210,0.18,0.02,0,0.02,0.22
7211,0.11,0.08,0,0.03,0.22
7212,0.05,0.14,0,0.03,0.22
7213,0.09,0.1,0,0.04,0.22
7214,0.13,0.07,0,0.02,0.22
7215,0.04,0,0.17,0,0.22
7216,0.12,0.08,0,0.01,0.22
7217,0.08,0,0.13,0.01,0.22
7218,0.2,0,0,0.02,0.22
7219,0.1,0.1,0,0.02,0.22
7220,0.16,0.05,0,0.01,0.22
7221,0.09,0.08,0,0.05,0.22
7222,0.1,0,0.11,0.01,0.22
7223,0.12,0.08,0,0.01,0.22
7224,0.2,0,0,0.01,0.22
7225,0.16,0.05,0,0.01,0.22
7226,0.19,0.02,0,0.02,0.22
7227,0.05,0.03,0.12,0.01,0.22
7228,0.14,0.06,0,0.02,0.22
7229,0.11,0.08,0,0.03,0.22
7230,0.17,0.04,0,0.01,0.22
7231,0.11,0.08,0,0.03,0.22
7232,0,0,0.22,0,0.22
7233,0.2,0,0,0.02,0.22
7234,0.03,0.12,0,0.07,0.22
7235,0.12,0.08,0,0.02,0.22
7236,0.13,0.06,0,0.03,0.22
7237,0,0,0.22,0,0.22
7238,0.17,0.04,0,0.01,0.22
7239,0.2,0.01,0,0.02,0.22
7240,0.11,0.01,0,0.1,0.22
7241,0.19,0.01,0,0.02,0.22
7242,0.11,0.08,0,0.03,0.22
7243,0.2,0,0,0.02,0.22
7244,0,0,0.22,0,0.22
7245,0.08,0,0.13,0.01,0.22
7246,0.15,0.05,0,0.02,0.22
7247,0.1,0.1,0,0.02,0.22
7248,0.07,0.13,0,0.03,0.22
7249,0.2,0,0,0.01,0.22
7250,0.11,0.08,0,0.03,0.22
7251,0.11,0.09,0,0.02,0.22
7252,0.14,0.01,0,0.06,0.22
7253,0.11,0.08,0,0.03,0.22
7254,0.16,0.06,0,0,0.22
7255,0.12,0.08,0,0.02,0.22
7256,0.1,0.02,0.08,0.01,0.22
7257,0.2,0,0,0.02,0.22
7258,0.19,0.01,0,0.02,0.22
7259,0.16,0.06,0,0,0.22
7260,0,0,0.22,0,0.22
7261,0.15,0.02,0.03,0.01,0.22
7262,0.11,0.08,0,0.03,0.22
7263,0.08,0.12,0,0.02,0.22
7264,0.14,0.06,0,0.02,0.22
7265,0.12,0.08,0,0.02,0.22
7266,0,0,0.22,0,0.22
7267,0.12,0.07,0,0.03,0.22
7268,0.17,0.04,0,0.01,0.22
7269,0.12,0.08,0,0.01,0.22
7270,0.01,0.19,0,0.02,0.22
7271,0,0,0.22,0,0.22
7272,0.16,0.06,0,0,0.22
7273,0,0,0.22,0,0.22
7274,0.12,0.08,0,0.01,0.22
7275,0.12,0.08,0,0.01,0.22
7276,0.13,0.06,0,0.02,0.22
7277,0.17,0.04,0,0.01,0.22
7278,0,0,0.22,0,0.22
7279,0.18,0.02,0,0.02,0.22
7280,0,0.2,0,0.01,0.22
7281,0.15,0.06,0,0,0.22
7282,0.15,0.06,0,0,0.22
7283,0.17,0.04,0,0.01,0.22
7284,0.19,0.01,0,0.02,0.22
7285,0,0,0.22,0,0.22
7286,0.11,0.08,0,0.03,0.22
7287,0.2,0,0,0.02,0.22
7288,0.12,0,0.08,0.01,0.22
7289,0.06,0.14,0,0.02,0.22
7290,0.17,0.03,0,0.02,0.22
7291,0.03,0.17,0,0.01,0.22
7292,0,0,0.22,0,0.22
7293,0.1,0.03,0.06,0.03,0.22
7294,0.17,0.03,0,0.02,0.22
7295,0.19,0.01,0,0.02,0.21
7296,0.12,0.08,0,0.01,0.21
7297,0.11,0.08,0,0.03,0.21
7298,0.1,0.08,0,0.04,0.21
7299,0.07,0,0.13,0.01,0.21
7300,0.12,0.08,0,0.01,0.21
7301,0.17,0.02,0,0.02,0.21
7302,0.17,0.03,0,0.02,0.21
7303,0.11,0.08,0,0.03,0.21
7304,0.12,0.08,0,0.01,0.21
7305,0.16,0.04,0,0.02,0.21
7306,0.17,0.04,0,0.01,0.21
7307,0.11,0.08,0,0.03,0.21
7308,0.2,0,0,0.02,0.21
7309,0.11,0.08,0,0.03,0.21
7310,0,0,0.21,0,0.21
7311,0,0.19,0,0.02,0.21
7312,0.18,0.01,0,0.02,0.21
7313,0.2,0,0,0.02,0.21
7314,0,0,0.21,0,0.21
7315,0,0,0.21,0,0.21
7316,0.03,0.02,0.15,0.01,0.21
7317,0,0,0.21,0,0.21
7318,0.13,0.03,0.04,0.01,0.21
7319,0.2,0,0,0.02,0.21
7320,0.2,0,0,0.02,0.21
7321,0.1,0.08,0,0.03,0.21
7322,0.17,0.04,0,0.01,0.21
7323,0.2,0,0,0.02,0.21
7324,0.12,0.08,0,0.01,0.21
7325,0.19,0.01,0,0.02,0.21
7326,0,0,0.21,0,0.21
7327,0.1,0.08,0,0.03,0.21
7328,0.1,0.08,0,0.03,0.21
7329,0.11,0.09,0,0.02,0.21
7330,0.07,0.13,0,0.02,0.21
7331,0,0,0.21,0,0.21
7332,0.15,0.06,0,0,0.21
7333,0.07,0.1,0.01,0.03,0.21
7334,0.1,0.08,0,0.03,0.21
7335,0.16,0.05,0,0.01,0.21
7336,0,0,0.21,0,0.21
7337,0.1,0.08,0,0.03,0.21
7338,0.2,0,0,0.02,0.21
7339,0.14,0.05,0.01,0.02,0.21
7340,0.1,0.1,0,0.02,0.21
7341,0.07,0.13,0,0.02,0.21
7342,0.16,0.05,0,0.01,0.21
7343,0.1,0.09,0,0.02,0.21
7344,0.19,0.01,0,0.01,0.21
7345,0.17,0.02,0,0.01,0.21
7346,0.16,0.05,0,0.01,0.21
7347,0.14,0.05,0,0.02,0.21
7348,0.16,0.05,0,0.01,0.21
7349,0.1,0.08,0,0.03,0.21
7350,0.1,0.08,0,0.03,0.21
7351,0.2,0,0,0.02,0.21
7352,0.2,0,0,0.02,0.21
7353,0.2,0,0,0.02,0.21
7354,0.19,0,0,0.02,0.21
7355,0.2,0.01,0,0,0.21
7356,0.2,0.01,0,0,0.21
7357,0.2,0.01,0,0,0.21
7358,0.06,0.03,0.1,0.02,0.21
7359,0.05,0.11,0.04,0.01,0.21
7360,0.1,0.08,0,0.03,0.21
7361,0.19,0.01,0,0.02,0.21
7362,0.1,0.08,0,0.03,0.21
7363,0.1,0.08,0,0.03,0.21
7364,0.12,0.07,0,0.02,0.21
7365,0,0,0.21,0.01,0.21
7366,0.04,0.13,0,0.04,0.21
7367,0,0.18,0,0.03,0.21
7368,0.05,0.12,0,0.04,0.21
7369,0.16,0.05,0,0.01,0.21
7370,0,0,0.2,0.01,0.21
7371,0,0,0.21,0,0.21
7372,0.2,0,0,0.01,0.21
7373,0.02,0,0.19,0,0.21
7374,0.2,0,0,0.02,0.21
7375,0.12,0.08,0,0.01,0.21
7376,0.17,0.03,0,0.02,0.21
7377,0.12,0.08,0,0.02,0.21
7378,0.2,0,0,0.02,0.21
7379,0.16,0.05,0,0.01,0.21
7380,0.09,0,0.1,0.02,0.21
7381,0,0,0.21,0,0.21
7382,0.1,0.08,0,0.03,0.21
7383,0.19,0,0,0.02,0.21
7384,0.16,0.04,0,0.01,0.21
7385,0.11,0.09,0,0.02,0.21
7386,0.19,0.01,0,0.02,0.21
7387,0.1,0.08,0,0.03,0.21
7388,0.12,0.08,0,0.01,0.21
7389,0,0.16,0,0.05,0.21
7390,0.19,0.01,0,0.02,0.21
7391,0.09,0.07,0.03,0.02,0.21
7392,0.2,0,0,0.02,0.21
7393,0,0,0.21,0,0.21
7394,0.16,0.01,0.02,0.02,0.21
7395,0.16,0.05,0,0.01,0.21
7396,0.19,0,0,0.02,0.21
7397,0.17,0.04,0,0,0.21
7398,0.17,0.04,0,0,0.21
7399,0.17,0.04,0,0,0.21
7400,0.17,0.04,0,0,0.21
7401,0.17,0.04,0,0,0.21
7402,0.17,0.04,0,0,0.21
7403,0.04,0.06,0.08,0.03,0.21
7404,0.06,0.01,0.12,0.02,0.21
7405,0.08,0.08,0.03,0.02,0.21
7406,0.18,0.02,0,0.02,0.21
7407,0,0,0.2,0.01,0.21
7408,0.2,0,0,0.01,0.21
7409,0.1,0.07,0,0.04,0.21
7410,0.09,0.1,0,0.02,0.21
7411,0,0.17,0,0.04,0.21
7412,0,0,0.21,0,0.21
7413,0.16,0.03,0,0.02,0.21
7414,0.06,0.14,0,0.01,0.21
7415,0.16,0.04,0,0.01,0.21
7416,0.13,0.06,0,0.02,0.21
7417,0.13,0.07,0,0.02,0.21
7418,0.14,0.05,0,0.02,0.21
7419,0.18,0.01,0,0.01,0.21
7420,0.18,0.01,0,0.02,0.21
7421,0.12,0.08,0,0.01,0.21
7422,0.12,0.08,0,0.01,0.21
7423,0.1,0.08,0,0.03,0.21
7424,0.11,0.07,0,0.03,0.21
7425,0,0,0.2,0.01,0.21
7426,0,0,0.2,0.01,0.21
7427,0.11,0.06,0,0.04,0.21
7428,0.19,0,0,0.02,0.21
7429,0.18,0.01,0,0.02,0.21
7430,0.1,0.08,0,0.03,0.21
7431,0.17,0.04,0,0.01,0.21
7432,0.1,0.08,0,0.03,0.21
7433,0.1,0.08,0,0.03,0.21
7434,0.18,0,0.01,0.01,0.21
7435,0.16,0.04,0,0.01,0.21
7436,0.17,0.02,0,0.02,0.21
7437,0.1,0.03,0.07,0.01,0.21
7438,0,0,0.21,0,0.21
7439,0.15,0.06,0,0,0.21
7440,0,0,0.21,0,0.21
7441,0.13,0.04,0.03,0.01,0.21
7442,0.16,0.04,0,0.01,0.21
7443,0.12,0.05,0.02,0.02,0.21
7444,0.16,0.04,0,0.01,0.21
7445,0.12,0.08,0,0.01,0.21
7446,0.07,0.09,0,0.04,0.21
7447,0.17,0.01,0,0.02,0.21
7448,0,0.03,0.17,0.01,0.21
7449,0.11,0.07,0,0.03,0.21
7450,0.06,0.05,0.08,0.02,0.21
7451,0.19,0,0,0.01,0.21
7452,0.1,0.08,0,0.03,0.21
7453,0.09,0,0.11,0.01,0.21
7454,0.1,0.08,0,0.03,0.21
7455,0.07,0.11,0,0.02,0.21
7456,0,0,0.21,0,0.21
7457,0.19,0,0,0.01,0.21
7458,0.12,0.08,0,0.01,0.21
7459,0.14,0,0.05,0.02,0.21
7460,0.12,0.07,0,0.02,0.21
7461,0.19,0,0,0.02,0.21
7462,0.11,0.08,0,0.02,0.21
7463,0.19,0,0,0.02,0.21
7464,0.18,0.01,0,0.01,0.21
7465,0,0,0.21,0,0.21
7466,0.1,0.08,0,0.03,0.21
7467,0.19,0,0,0.01,0.21
7468,0.14,0.04,0,0.02,0.21
7469,0.15,0.04,0,0.01,0.21
7470,0,0,0.21,0,0.21
7471,0.19,0,0,0.02,0.21
7472,0.1,0.08,0,0.03,0.21
7473,0,0,0.19,0.01,0.21
7474,0.19,0,0,0.02,0.21
7475,0,0,0.21,0,0.21
7476,0.19,0,0,0.01,0.21
7477,0.19,0,0,0.01,0.21
7478,0.15,0.05,0,0,0.21
7479,0,0,0.21,0,0.21
7480,0.09,0.03,0.08,0,0.21
7481,0.09,0.08,0,0.03,0.21
7482,0.19,0,0,0.02,0.21
7483,0.04,0.03,0.12,0.01,0.21
7484,0.16,0.03,0,0.01,0.21
7485,0.12,0.03,0.05,0.01,0.21
7486,0.15,0.04,0,0.01,0.21
7487,0.16,0.04,0,0.01,0.21
7488,0,0,0.21,0,0.21
7489,0,0,0.21,0,0.21
7490,0.11,0.08,0,0.02,0.21
7491,0.11,0.08,0,0.01,0.21
7492,0.19,0,0,0.01,0.21
7493,0,0,0.21,0,0.21
7494,0.16,0.04,0,0.01,0.21
7495,0.15,0.04,0,0.01,0.21
7496,0.15,0.05,0,0,0.21
7497,0.15,0.01,0.03,0.01,0.21
7498,0.18,0.02,0,0.01,0.21
7499,0.07,0.05,0.06,0.02,0.21
7500,0.15,0.05,0,0,0.2
7501,0,0,0.2,0,0.2
7502,0.19,0,0,0.01,0.2
7503,0.15,0.05,0,0,0.2
7504,0,0,0.2,0,0.2
7505,0.19,0,0,0.02,0.2
7506,0.1,0.08,0,0.03,0.2
7507,0.04,0.13,0,0.03,0.2
7508,0,0,0.2,0,0.2
7509,0.08,0.06,0.01,0.05,0.2
7510,0.1,0.08,0,0.03,0.2
7511,0.15,0.04,0,0.01,0.2
7512,0,0,0.2,0,0.2
7513,0.1,0.03,0.06,0.02,0.2
7514,0.06,0,0.14,0.01,0.2
7515,0.1,0.09,0,0.02,0.2
7516,0,0,0.2,0,0.2
7517,0,0.02,0,0.19,0.2
7518,0.06,0.05,0.07,0.02,0.2
7519,0.15,0.04,0,0.01,0.2
7520,0.06,0.12,0,0.02,0.2
7521,0,0.19,0,0.01,0.2
7522,0,0,0.2,0,0.2
7523,0.14,0.04,0.02,0.01,0.2
7524,0.15,0.04,0,0.01,0.2
7525,0,0,0.2,0,0.2
7526,0.15,0.05,0,0,0.2
7527,0.1,0.08,0,0.03,0.2
7528,0.18,0,0,0.02,0.2
7529,0,0,0.2,0,0.2
7530,0.09,0.09,0,0.03,0.2
7531,0,0,0.2,0,0.2
7532,0,0.19,0,0.01,0.2
7533,0.1,0.08,0,0.03,0.2
7534,0.1,0.08,0,0.03,0.2
7535,0,0,0.2,0,0.2
7536,0.07,0.05,0.05,0.03,0.2
7537,0.14,0.04,0,0.02,0.2
7538,0.1,0.08,0,0.03,0.2
7539,0.16,0.04,0,0.01,0.2
7540,0,0,0.2,0,0.2
7541,0.05,0.12,0,0.03,0.2
7542,0.1,0.08,0,0.02,0.2
7543,0.15,0.04,0,0.01,0.2
7544,0,0,0.2,0,0.2
7545,0.18,0,0,0.02,0.2
7546,0.1,0.08,0,0.03,0.2
7547,0,0,0.2,0.01,0.2
7548,0.17,0.01,0,0.02,0.2
7549,0,0.2,0,0,0.2
7550,0.14,0.05,0,0,0.2
7551,0.17,0.01,0,0.02,0.2
7552,0.09,0.07,0.02,0.02,0.2
7553,0.18,0,0,0.02,0.2
7554,0.07,0.02,0.1,0.02,0.2
7555,0.1,0.08,0,0.03,0.2
7556,0,0,0.2,0,0.2
7557,0.19,0,0,0.02,0.2
7558,0.14,0.05,0,0,0.2
7559,0.16,0.04,0,0.01,0.2
7560,0,0,0.2,0,0.2
7561,0,0,0.2,0,0.2
7562,0.17,0.02,0,0.01,0.2
7563,0,0,0.2,0,0.2
7564,0.14,0.05,0,0,0.2
7565,0.15,0.04,0,0.01,0.2
7566,0.16,0,0.03,0.01,0.2
7567,0.15,0.03,0,0.02,0.2
7568,0,0,0.2,0,0.2
7569,0.15,0.04,0,0.01,0.2
7570,0,0,0.2,0,0.2
7571,0.16,0.04,0,0.01,0.2
7572,0,0.18,0,0.03,0.2
7573,0.16,0.02,0.01,0.02,0.2
7574,0.17,0.01,0,0.02,0.2
7575,0.1,0.08,0,0.03,0.2
7576,0.14,0.05,0,0,0.2
7577,0.06,0.13,0,0.01,0.2
7578,0.11,0.07,0,0.02,0.2
7579,0.06,0.04,0.09,0.01,0.2
7580,0,0.17,0,0.03,0.2
7581,0.16,0.02,0,0.02,0.2
7582,0.06,0.09,0.01,0.03,0.2
7583,0.11,0.08,0,0.01,0.2
7584,0.11,0.07,0,0.02,0.2
7585,0.11,0.07,0,0.02,0.2
7586,0,0.14,0.01,0.04,0.2
7587,0.07,0.04,0.07,0.02,0.2
7588,0.19,0,0,0.01,0.2
7589,0.1,0.08,0,0.03,0.2
7590,0.15,0.04,0,0.01,0.2
7591,0.1,0.08,0,0.02,0.2
7592,0.11,0.08,0,0.01,0.2
7593,0.12,0.03,0.03,0.02,0.2
7594,0,0,0.2,0,0.2
7595,0.18,0,0,0.02,0.2
7596,0.02,0,0.18,0,0.2
7597,0.15,0.04,0,0.01,0.2
7598,0.18,0,0,0.02,0.2
7599,0.06,0.05,0.07,0.01,0.2
7600,0.1,0.08,0,0.03,0.2
7601,0.15,0.04,0,0.01,0.2
7602,0.16,0.04,0,0,0.2
7603,0.16,0.04,0,0,0.2
7604,0,0,0.2,0,0.2
7605,0.16,0.04,0,0,0.2
7606,0.16,0.04,0,0,0.2
7607,0,0,0.17,0.03,0.2
7608,0.06,0.13,0,0.01,0.2
7609,0.13,0.02,0.05,0,0.2
7610,0.16,0.04,0,0,0.2
7611,0.16,0.04,0,0,0.2
7612,0.16,0.04,0,0,0.2
7613,0.18,0,0,0.02,0.2
7614,0.09,0.09,0,0.02,0.2
7615,0.15,0.04,0,0.01,0.2
7616,0,0,0.2,0,0.2
7617,0.05,0.02,0.12,0.01,0.2
7618,0.17,0.01,0,0.02,0.2
7619,0.06,0.07,0.05,0.01,0.2
7620,0.16,0.03,0,0.02,0.2
7621,0.18,0,0,0.01,0.2
7622,0,0.16,0,0.04,0.2
7623,0,0,0.2,0,0.2
7624,0.1,0.08,0,0.03,0.2
7625,0.14,0.05,0,0,0.2
7626,0,0,0.19,0.01,0.2
7627,0.1,0.08,0,0.03,0.2
7628,0.1,0.07,0.02,0.02,0.2
7629,0.11,0.07,0,0.02,0.2
7630,0.15,0.04,0,0.01,0.2
7631,0,0,0.2,0,0.2
7632,0,0.19,0,0.01,0.2
7633,0.15,0.04,0,0.01,0.2
7634,0.1,0.09,0,0.02,0.2
7635,0,0,0.2,0,0.2
7636,0.18,0,0,0.01,0.2
7637,0.11,0.06,0,0.03,0.2
7638,0,0,0.2,0,0.2
7639,0.19,0,0,0.01,0.2
7640,0.16,0.03,0,0.01,0.2
7641,0.12,0.06,0,0.02,0.2
7642,0.1,0.08,0,0.03,0.2
7643,0.18,0,0,0.01,0.2
7644,0,0,0.2,0,0.2
7645,0.02,0.01,0.16,0.01,0.2
7646,0.1,0.02,0.07,0.01,0.2
7647,0.15,0.04,0,0.01,0.2
7648,0.15,0.04,0,0.01,0.2
7649,0,0,0.2,0,0.2
7650,0,0.2,0,0,0.2
7651,0.1,0.08,0,0.03,0.2
7652,0.14,0.03,0.01,0.02,0.2
7653,0.18,0,0.01,0.01,0.2
7654,0.1,0.08,0,0.03,0.2
7655,0.06,0.04,0.08,0.02,0.2
7656,0.15,0.04,0,0.01,0.2
7657,0,0,0.2,0,0.2
7658,0.15,0.04,0,0.01,0.2
7659,0,0,0.2,0,0.2
7660,0.1,0.08,0,0.03,0.2
7661,0.11,0.07,0,0.01,0.2
7662,0.15,0.04,0,0.01,0.2
7663,0.07,0.1,0,0.02,0.2
7664,0.07,0.09,0,0.03,0.2
7665,0.1,0.08,0,0.03,0.2
7666,0,0,0.2,0,0.2
7667,0.18,0,0,0.02,0.2
7668,0.12,0.05,0,0.03,0.2
7669,0.1,0.08,0,0.03,0.2
7670,0.18,0,0,0.01,0.2
7671,0.17,0.02,0,0.01,0.2
7672,0.14,0.05,0,0,0.2
7673,0.15,0.03,0,0.01,0.2
7674,0.1,0.08,0,0.02,0.2
7675,0.1,0.05,0,0.04,0.2
7676,0.1,0.08,0,0.03,0.2
7677,0,0,0.2,0,0.2
7678,0.16,0.01,0,0.02,0.2
7679,0,0,0.2,0,0.2
7680,0.12,0.06,0,0.02,0.2
7681,0.18,0,0,0.01,0.2
7682,0,0,0.18,0.01,0.2
7683,0.14,0.05,0,0,0.2
7684,0.1,0.02,0.07,0.01,0.2
7685,0.14,0.05,0,0,0.2
7686,0.15,0.04,0,0.01,0.2
7687,0.15,0.04,0,0.01,0.2
7688,0.11,0.07,0,0.01,0.2
7689,0.14,0.05,0,0,0.2
7690,0.14,0.02,0.02,0.02,0.2
7691,0,0,0.2,0,0.2
7692,0,0,0.2,0,0.2
7693,0.18,0,0,0.02,0.2
7694,0.15,0.04,0,0.01,0.2
7695,0.15,0.04,0,0.01,0.2
7696,0.07,0.11,0,0.02,0.2
7697,0,0,0.2,0,0.2
7698,0.14,0.05,0,0.01,0.2
7699,0.17,0.01,0,0.02,0.2
7700,0.1,0.07,0,0.03,0.2
7701,0.14,0.04,0,0.01,0.2
7702,0.04,0.04,0.1,0.02,0.2
7703,0.15,0.03,0,0.02,0.2
7704,0.1,0.07,0,0.03,0.2
7705,0.09,0,0.09,0.01,0.2
7706,0,0.17,0,0.03,0.2
7707,0.08,0.04,0.07,0.01,0.2
7708,0.1,0.07,0,0.02,0.2
7709,0.07,0.05,0.05,0.02,0.2
7710,0.1,0.07,0,0.02,0.2
7711,0,0.17,0,0.03,0.2
7712,0.03,0.12,0.02,0.03,0.2
7713,0.14,0.05,0,0,0.2
7714,0.13,0.05,0,0.02,0.2
7715,0.15,0.04,0,0.01,0.19
7716,0,0.03,0.16,0.01,0.19
7717,0.1,0.07,0,0.02,0.19
7718,0.14,0.05,0,0,0.19
7719,0.07,0.06,0.04,0.02,0.19
7720,0.17,0.01,0,0.02,0.19
7721,0.18,0,0,0.01,0.19
7722,0.07,0.1,0,0.02,0.19
7723,0,0,0.18,0.01,0.19
7724,0.18,0,0,0.02,0.19
7725,0.18,0,0,0.02,0.19
7726,0.02,0.16,0,0.02,0.19
7727,0.1,0.07,0,0.02,0.19
7728,0.14,0.04,0,0.02,0.19
7729,0.16,0,0,0.04,0.19
7730,0.17,0,0,0.02,0.19
7731,0,0,0.19,0,0.19
7732,0,0,0.19,0,0.19
7733,0.14,0.05,0,0,0.19
7734,0.15,0.03,0,0.01,0.19
7735,0,0,0.19,0,0.19
7736,0.18,0,0,0.01,0.19
7737,0.05,0.11,0,0.03,0.19
7738,0.08,0.08,0,0.03,0.19
7739,0.15,0.04,0,0.01,0.19
7740,0.16,0.02,0,0.01,0.19
7741,0,0,0.19,0,0.19
7742,0.14,0.05,0,0,0.19
7743,0,0,0.19,0,0.19
7744,0.18,0,0,0.01,0.19
7745,0.13,0,0.06,0.01,0.19
7746,0,0,0.18,0.01,0.19
7747,0.1,0.04,0.04,0.02,0.19
7748,0,0,0.19,0,0.19
7749,0.05,0,0.14,0.01,0.19
7750,0,0.17,0,0.02,0.19
7751,0.1,0.06,0,0.03,0.19
7752,0.1,0.04,0.04,0.01,0.19
7753,0.14,0.04,0,0.01,0.19
7754,0.09,0.07,0,0.02,0.19
7755,0.07,0.03,0.08,0.01,0.19
7756,0.18,0,0,0.01,0.19
7757,0.08,0.09,0,0.03,0.19
7758,0.13,0.04,0,0.02,0.19
7759,0.16,0.02,0,0.01,0.19
7760,0.18,0,0,0.02,0.19
7761,0,0,0.19,0,0.19
7762,0,0,0.19,0,0.19
7763,0.14,0.04,0,0.01,0.19
7764,0,0,0.19,0,0.19
7765,0.15,0.02,0.02,0.01,0.19
7766,0.09,0.07,0,0.02,0.19
7767,0,0,0.19,0,0.19
7768,0,0,0.19,0,0.19
7769,0.08,0,0.11,0.01,0.19
7770,0.11,0.07,0,0.01,0.19
7771,0,0,0.19,0,0.19
7772,0.11,0.07,0,0.01,0.19
7773,0.07,0.09,0.01,0.01,0.19
7774,0.1,0.06,0,0.03,0.19
7775,0.18,0,0,0.01,0.19
7776,0.15,0.04,0,0.01,0.19
7777,0.16,0.02,0,0.02,0.19
7778,0.18,0,0,0.01,0.19
